ts,dataset,eval,seed,perturbation,intensity,auroc,auprc,clean_auroc,clean_auprc,delta_auroc_pt,delta_auprc_pt,n_test,git_sha,checkpoint_sha256,data_sha
09-22 20:52,cpsc,lp,0,qual_noise,15,0.9041,0.5871,0.9538,0.7856,-4.97,-19.86,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,qual_noise,15,0.9140,0.6184,0.9512,0.7709,-3.72,-15.25,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,qual_noise,15,0.9179,0.6293,0.9554,0.7904,-3.74,-16.12,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,qual_noise,10,0.8417,0.4211,0.9538,0.7856,-11.21,-36.45,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,qual_noise,10,0.8507,0.4495,0.9512,0.7709,-10.05,-32.14,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,qual_noise,10,0.8601,0.4682,0.9554,0.7904,-9.53,-32.22,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,qual_noise,5,0.7604,0.2976,0.9538,0.7856,-19.34,-48.80,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,qual_noise,5,0.7169,0.2487,0.9512,0.7709,-23.43,-52.22,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,qual_noise,5,0.7486,0.2845,0.9554,0.7904,-20.68,-50.59,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,swap01,II<->III,0.9470,0.7593,0.9538,0.7856,-0.68,-2.63,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,swap01,II<->III,0.9469,0.7558,0.9512,0.7709,-0.43,-1.51,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,swap01,II<->III,0.9496,0.7708,0.9554,0.7904,-0.58,-1.97,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,swap12,III<->V1,0.9348,0.7255,0.9538,0.7856,-1.90,-6.01,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,swap12,III<->V1,0.9372,0.7331,0.9512,0.7709,-1.40,-3.78,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,swap12,III<->V1,0.9350,0.7334,0.9554,0.7904,-2.03,-5.70,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,swap23,V1<->V2,0.9455,0.7539,0.9538,0.7856,-0.83,-3.18,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,swap23,V1<->V2,0.9466,0.7509,0.9512,0.7709,-0.46,-2.00,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,swap23,V1<->V2,0.9451,0.7562,0.9554,0.7904,-1.03,-3.43,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,swap34,V2<->V3,0.9515,0.7802,0.9538,0.7856,-0.23,-0.55,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,swap34,V2<->V3,0.9494,0.7691,0.9512,0.7709,-0.18,-0.18,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,swap34,V2<->V3,0.9536,0.7858,0.9554,0.7904,-0.18,-0.46,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,swap45,V3<->V4,0.9516,0.7768,0.9538,0.7856,-0.22,-0.88,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,swap45,V3<->V4,0.9511,0.7660,0.9512,0.7709,-0.01,-0.49,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,swap45,V3<->V4,0.9548,0.7867,0.9554,0.7904,-0.06,-0.38,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,swap56,V4<->V5,0.9529,0.7822,0.9538,0.7856,-0.09,-0.34,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,swap56,V4<->V5,0.9503,0.7676,0.9512,0.7709,-0.09,-0.33,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,swap56,V4<->V5,0.9537,0.7880,0.9554,0.7904,-0.16,-0.25,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,swap67,V5<->V6,0.9523,0.7806,0.9538,0.7856,-0.15,-0.51,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,swap67,V5<->V6,0.9504,0.7667,0.9512,0.7709,-0.08,-0.42,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,swap67,V5<->V6,0.9544,0.7845,0.9554,0.7904,-0.10,-0.59,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,cpsc,lp,0,swap_roll,roll1,0.9287,0.7024,0.9538,0.7856,-2.51,-8.32,2004,d9490c8,de0c28eedb30,9ec9ffc1127b
09-22 20:52,cpsc,lp,2,swap_roll,roll1,0.9307,0.7078,0.9512,0.7709,-2.05,-6.31,2004,d9490c8,26ebf0e26e5a,9ec9ffc1127b
09-22 20:52,cpsc,lp,4,swap_roll,roll1,0.9305,0.7101,0.9554,0.7904,-2.49,-8.03,2004,d9490c8,e599dbcdb693,9ec9ffc1127b
09-22 20:52,ptbxl,ft10,0,bw,0,0.8502,0.6145,0.8604,0.6341,-1.02,-1.96,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,bw,0,0.8448,0.6075,0.8485,0.6247,-0.37,-1.72,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,bw,0,0.8434,0.6041,0.8543,0.6251,-1.09,-2.11,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,bw,5,0.8589,0.6247,0.8604,0.6341,-0.15,-0.93,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,bw,5,0.8500,0.6224,0.8485,0.6247,+0.15,-0.23,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,bw,5,0.8525,0.6181,0.8543,0.6251,-0.18,-0.70,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,bw,10,0.8604,0.6325,0.8604,0.6341,+0.01,-0.16,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,bw,10,0.8512,0.6261,0.8485,0.6247,+0.28,+0.14,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,bw,10,0.8549,0.6234,0.8543,0.6251,+0.06,-0.17,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,bw,20,0.8603,0.6316,0.8604,0.6341,-0.00,-0.25,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,bw,20,0.8489,0.6248,0.8485,0.6247,+0.05,+0.01,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,bw,20,0.8545,0.6247,0.8543,0.6251,+0.01,-0.04,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,emg,0,0.5184,0.2211,0.8604,0.6341,-34.19,-41.30,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,emg,0,0.5787,0.2551,0.8485,0.6247,-26.98,-36.96,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,emg,0,0.5789,0.2512,0.8543,0.6251,-27.55,-37.39,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,emg,5,0.5732,0.2484,0.8604,0.6341,-28.71,-38.57,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,emg,5,0.6432,0.3212,0.8485,0.6247,-20.52,-30.34,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,emg,5,0.6588,0.3445,0.8543,0.6251,-19.56,-28.07,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,emg,10,0.6571,0.3354,0.8604,0.6341,-20.32,-29.86,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,emg,10,0.7142,0.4024,0.8485,0.6247,-13.42,-22.23,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,emg,10,0.7531,0.4488,0.8543,0.6251,-10.12,-17.63,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,emg,20,0.8173,0.5439,0.8604,0.6341,-4.31,-9.02,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,emg,20,0.8052,0.5306,0.8485,0.6247,-4.32,-9.40,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,emg,20,0.8043,0.5422,0.8543,0.6251,-5.00,-8.30,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl50,0,0.5810,0.2749,0.8604,0.6341,-27.93,-35.92,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl50,0,0.6250,0.3196,0.8485,0.6247,-22.35,-30.51,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl50,0,0.5873,0.2648,0.8543,0.6251,-26.70,-36.03,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl50,5,0.6425,0.3115,0.8604,0.6341,-21.78,-32.26,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl50,5,0.6947,0.3803,0.8485,0.6247,-15.38,-24.44,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl50,5,0.6374,0.2985,0.8543,0.6251,-21.70,-32.66,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl50,10,0.7110,0.3603,0.8604,0.6341,-14.94,-27.38,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl50,10,0.7465,0.4385,0.8485,0.6247,-10.19,-18.62,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl50,10,0.6977,0.3629,0.8543,0.6251,-15.67,-26.22,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl50,20,0.7982,0.4896,0.8604,0.6341,-6.22,-14.45,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl50,20,0.8106,0.5449,0.8485,0.6247,-3.78,-7.97,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl50,20,0.8016,0.5364,0.8543,0.6251,-5.27,-8.87,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl60,0,0.5475,0.2554,0.8604,0.6341,-31.29,-37.87,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl60,0,0.6361,0.3137,0.8485,0.6247,-21.23,-31.10,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl60,0,0.5837,0.2741,0.8543,0.6251,-27.07,-35.10,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl60,5,0.6509,0.2954,0.8604,0.6341,-20.95,-33.87,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl60,5,0.6570,0.3515,0.8485,0.6247,-19.14,-27.31,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl60,5,0.5942,0.3000,0.8543,0.6251,-26.01,-32.52,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:52,ptbxl,ft10,0,pl60,10,0.6827,0.3509,0.8604,0.6341,-17.77,-28.32,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:52,ptbxl,ft10,2,pl60,10,0.7419,0.4212,0.8485,0.6247,-10.65,-20.34,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:52,ptbxl,ft10,4,pl60,10,0.6460,0.3439,0.8543,0.6251,-20.84,-28.12,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,pl60,20,0.7956,0.4929,0.8604,0.6341,-6.47,-14.11,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,pl60,20,0.8037,0.5284,0.8485,0.6247,-4.47,-9.62,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,pl60,20,0.8002,0.5195,0.8543,0.6251,-5.42,-10.56,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_amp,0.8,0.8566,0.6296,0.8604,0.6341,-0.38,-0.45,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_amp,0.8,0.8480,0.6233,0.8485,0.6247,-0.05,-0.13,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_amp,0.8,0.8526,0.6203,0.8543,0.6251,-0.17,-0.49,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_amp,0.6,0.8464,0.6139,0.8604,0.6341,-1.39,-2.02,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_amp,0.6,0.8416,0.6073,0.8485,0.6247,-0.69,-1.74,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_amp,0.6,0.8417,0.6036,0.8543,0.6251,-1.26,-2.15,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_amp,0.4,0.8197,0.5690,0.8604,0.6341,-4.07,-6.50,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_amp,0.4,0.8168,0.5578,0.8485,0.6247,-3.16,-6.69,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_amp,0.4,0.8149,0.5534,0.8543,0.6251,-3.95,-7.17,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_amp,0.2,0.6916,0.4089,0.8604,0.6341,-16.88,-22.52,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_amp,0.2,0.7086,0.4117,0.8485,0.6247,-13.99,-21.30,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_amp,0.2,0.7119,0.4151,0.8543,0.6251,-14.24,-21.00,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_noise,20,0.8197,0.5570,0.8604,0.6341,-4.07,-7.70,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_noise,20,0.8099,0.5380,0.8485,0.6247,-3.86,-8.67,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_noise,20,0.7981,0.5460,0.8543,0.6251,-5.62,-7.92,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_noise,15,0.7718,0.4759,0.8604,0.6341,-8.85,-15.82,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_noise,15,0.7742,0.4789,0.8485,0.6247,-7.42,-14.58,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_noise,15,0.7933,0.5185,0.8543,0.6251,-6.11,-10.66,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_noise,10,0.6615,0.3369,0.8604,0.6341,-19.89,-29.71,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_noise,10,0.7172,0.4016,0.8485,0.6247,-13.13,-22.31,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_noise,10,0.7617,0.4603,0.8543,0.6251,-9.27,-16.49,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,qual_noise,5,0.5812,0.2501,0.8604,0.6341,-27.91,-38.39,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,qual_noise,5,0.6370,0.3211,0.8485,0.6247,-21.15,-30.36,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,qual_noise,5,0.6476,0.3446,0.8543,0.6251,-20.68,-28.06,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap01,II<->III,0.8324,0.5870,0.8604,0.6341,-2.80,-4.71,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap01,II<->III,0.8155,0.5744,0.8485,0.6247,-3.29,-5.03,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap01,II<->III,0.8197,0.5783,0.8543,0.6251,-3.46,-4.69,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap12,III<->V1,0.8330,0.5889,0.8604,0.6341,-2.73,-4.51,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap12,III<->V1,0.8217,0.5729,0.8485,0.6247,-2.67,-5.17,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap12,III<->V1,0.8255,0.5771,0.8543,0.6251,-2.88,-4.80,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap23,V1<->V2,0.8511,0.6118,0.8604,0.6341,-0.92,-2.22,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap23,V1<->V2,0.8419,0.6036,0.8485,0.6247,-0.66,-2.11,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap23,V1<->V2,0.8492,0.6059,0.8543,0.6251,-0.52,-1.92,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap34,V2<->V3,0.8564,0.6192,0.8604,0.6341,-0.40,-1.49,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap34,V2<->V3,0.8401,0.6023,0.8485,0.6247,-0.84,-2.23,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap34,V2<->V3,0.8425,0.6026,0.8543,0.6251,-1.18,-2.25,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap45,V3<->V4,0.8602,0.6310,0.8604,0.6341,-0.02,-0.31,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap45,V3<->V4,0.8455,0.6179,0.8485,0.6247,-0.30,-0.68,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap45,V3<->V4,0.8483,0.6186,0.8543,0.6251,-0.60,-0.66,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap56,V4<->V5,0.8565,0.6330,0.8604,0.6341,-0.38,-0.11,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap56,V4<->V5,0.8472,0.6209,0.8485,0.6247,-0.12,-0.38,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap56,V4<->V5,0.8549,0.6275,0.8543,0.6251,+0.05,+0.24,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap67,V5<->V6,0.8578,0.6314,0.8604,0.6341,-0.26,-0.27,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap67,V5<->V6,0.8506,0.6235,0.8485,0.6247,+0.22,-0.12,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap67,V5<->V6,0.8539,0.6200,0.8543,0.6251,-0.04,-0.51,1739,d9490c8,e599dbcdb693,7d9a524cc38e
09-22 20:53,ptbxl,ft10,0,swap_roll,roll1,0.7966,0.5266,0.8604,0.6341,-6.38,-10.75,1739,d9490c8,de0c28eedb30,7d9a524cc38e
09-22 20:53,ptbxl,ft10,2,swap_roll,roll1,0.7771,0.5073,0.8485,0.6247,-7.14,-11.73,1739,d9490c8,26ebf0e26e5a,7d9a524cc38e
09-22 20:53,ptbxl,ft10,4,swap_roll,roll1,0.7897,0.5171,0.8543,0.6251,-6.47,-10.80,1739,d9490c8,e599dbcdb693,7d9a524cc38e
