ts,dataset,eval,seed,perturbation,intensity,auroc,auprc,clean_auroc,clean_auprc,delta_auroc_pt,delta_auprc_pt,n_test,git_sha,checkpoint_sha256,data_sha
09-22 20:49,ptbxl,lp,2,emg,10,0.7586,0.4234,0.8845,0.6518,-12.59,-22.83,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,emg,10,0.7549,0.4150,0.8876,0.6579,-13.27,-24.29,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,emg,20,0.8490,0.5855,0.8860,0.6563,-3.70,-7.08,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,emg,20,0.8378,0.5474,0.8845,0.6518,-4.67,-10.44,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,emg,20,0.8431,0.5578,0.8876,0.6579,-4.45,-10.01,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,pl50,0,0.6330,0.3008,0.8860,0.6563,-25.30,-35.56,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,pl50,0,0.6021,0.2526,0.8845,0.6518,-28.24,-39.92,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,pl50,0,0.5969,0.2655,0.8876,0.6579,-29.07,-39.24,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,pl50,5,0.7441,0.4238,0.8860,0.6563,-14.18,-23.26,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,pl50,5,0.6916,0.3368,0.8845,0.6518,-19.29,-31.49,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,pl50,5,0.6770,0.3314,0.8876,0.6579,-21.06,-32.65,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,pl50,10,0.7983,0.5122,0.8860,0.6563,-8.77,-14.41,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,pl50,10,0.7669,0.4297,0.8845,0.6518,-11.76,-22.21,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,pl50,10,0.7562,0.4285,0.8876,0.6579,-13.14,-22.94,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,pl50,20,0.8374,0.5931,0.8860,0.6563,-4.86,-6.32,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,pl50,20,0.8116,0.5261,0.8845,0.6518,-7.30,-12.57,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,pl50,20,0.8075,0.5217,0.8876,0.6579,-8.01,-13.62,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,pl60,0,0.6266,0.2944,0.8860,0.6563,-25.94,-36.19,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,pl60,0,0.5909,0.2544,0.8845,0.6518,-29.36,-39.73,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,pl60,0,0.5931,0.2649,0.8876,0.6579,-29.45,-39.30,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,pl60,5,0.6947,0.3588,0.8860,0.6563,-19.13,-29.75,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,pl60,5,0.6932,0.3317,0.8845,0.6518,-19.13,-32.00,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,pl60,5,0.6623,0.3186,0.8876,0.6579,-22.53,-33.93,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,pl60,10,0.7880,0.4879,0.8860,0.6563,-9.80,-16.84,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,pl60,10,0.7604,0.4262,0.8845,0.6518,-12.41,-22.56,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,pl60,10,0.7628,0.4316,0.8876,0.6579,-12.48,-22.63,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,pl60,20,0.8278,0.5726,0.8860,0.6563,-5.82,-8.38,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,pl60,20,0.8310,0.5481,0.8845,0.6518,-5.35,-10.36,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,pl60,20,0.8224,0.5405,0.8876,0.6579,-6.52,-11.74,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,qual_amp,0.8,0.8828,0.6510,0.8860,0.6563,-0.32,-0.53,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,qual_amp,0.8,0.8810,0.6494,0.8845,0.6518,-0.35,-0.24,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,qual_amp,0.8,0.8812,0.6497,0.8876,0.6579,-0.64,-0.82,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,qual_amp,0.6,0.8693,0.6301,0.8860,0.6563,-1.66,-2.62,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,qual_amp,0.6,0.8695,0.6308,0.8845,0.6518,-1.50,-2.09,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,qual_amp,0.6,0.8650,0.6235,0.8876,0.6579,-2.26,-3.44,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,qual_amp,0.4,0.8296,0.5560,0.8860,0.6563,-5.64,-10.03,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,qual_amp,0.4,0.8336,0.5724,0.8845,0.6518,-5.10,-7.93,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,qual_amp,0.4,0.8254,0.5668,0.8876,0.6579,-6.22,-9.11,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,qual_amp,0.2,0.6743,0.3494,0.8860,0.6563,-21.17,-30.70,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,qual_amp,0.2,0.7091,0.3939,0.8845,0.6518,-17.54,-25.78,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,qual_amp,0.2,0.7245,0.4046,0.8876,0.6579,-16.31,-25.33,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,qual_noise,20,0.8528,0.5896,0.8860,0.6563,-3.32,-6.67,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,qual_noise,20,0.8370,0.5479,0.8845,0.6518,-4.75,-10.39,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,qual_noise,20,0.8440,0.5605,0.8876,0.6579,-4.36,-9.74,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,qual_noise,15,0.8342,0.5546,0.8860,0.6563,-5.18,-10.17,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,qual_noise,15,0.8155,0.5099,0.8845,0.6518,-6.90,-14.19,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,qual_noise,15,0.8244,0.5333,0.8876,0.6579,-6.32,-12.46,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,qual_noise,10,0.7755,0.4537,0.8860,0.6563,-11.04,-20.26,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,qual_noise,10,0.7684,0.4299,0.8845,0.6518,-11.61,-22.18,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,qual_noise,10,0.7533,0.4046,0.8876,0.6579,-13.43,-25.33,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,qual_noise,5,0.6911,0.3451,0.8860,0.6563,-19.49,-31.12,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,qual_noise,5,0.6714,0.3177,0.8845,0.6518,-21.32,-33.41,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,qual_noise,5,0.6650,0.3071,0.8876,0.6579,-22.26,-35.07,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,swap01,II<->III,0.8457,0.5792,0.8860,0.6563,-4.03,-7.72,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,swap01,II<->III,0.8480,0.5905,0.8845,0.6518,-3.65,-6.13,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,swap01,II<->III,0.8386,0.5799,0.8876,0.6579,-4.90,-7.80,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,swap12,III<->V1,0.8367,0.5800,0.8860,0.6563,-4.92,-7.64,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,swap12,III<->V1,0.8408,0.5831,0.8845,0.6518,-4.37,-6.86,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,swap12,III<->V1,0.8380,0.5806,0.8876,0.6579,-4.96,-7.73,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,swap23,V1<->V2,0.8663,0.6198,0.8860,0.6563,-1.97,-3.65,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,swap23,V1<->V2,0.8578,0.6071,0.8845,0.6518,-2.68,-4.47,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,swap23,V1<->V2,0.8709,0.6319,0.8876,0.6579,-1.67,-2.60,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,swap34,V2<->V3,0.8822,0.6450,0.8860,0.6563,-0.38,-1.13,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,swap34,V2<->V3,0.8772,0.6369,0.8845,0.6518,-0.73,-1.48,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,swap34,V2<->V3,0.8831,0.6469,0.8876,0.6579,-0.46,-1.10,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,swap45,V3<->V4,0.8877,0.6636,0.8860,0.6563,+0.18,+0.73,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,swap45,V3<->V4,0.8857,0.6523,0.8845,0.6518,+0.12,+0.06,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,swap45,V3<->V4,0.8856,0.6557,0.8876,0.6579,-0.20,-0.22,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,swap56,V4<->V5,0.8821,0.6513,0.8860,0.6563,-0.38,-0.50,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,swap56,V4<->V5,0.8824,0.6544,0.8845,0.6518,-0.21,+0.26,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,swap56,V4<->V5,0.8851,0.6640,0.8876,0.6579,-0.25,+0.61,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,swap67,V5<->V6,0.8865,0.6580,0.8860,0.6563,+0.05,+0.16,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,swap67,V5<->V6,0.8833,0.6471,0.8845,0.6518,-0.13,-0.47,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,swap67,V5<->V6,0.8861,0.6530,0.8876,0.6579,-0.15,-0.48,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:49,ptbxl,lp,0,swap_roll,roll1,0.8047,0.5128,0.8860,0.6563,-8.13,-14.36,1739,d9490c8,af242a89c340,7d9a524cc38e
09-22 20:49,ptbxl,lp,2,swap_roll,roll1,0.7978,0.5202,0.8845,0.6518,-8.67,-13.16,1739,d9490c8,d3f8979f70cd,7d9a524cc38e
09-22 20:49,ptbxl,lp,4,swap_roll,roll1,0.7980,0.5108,0.8876,0.6579,-8.96,-14.71,1739,d9490c8,5979f2301720,7d9a524cc38e
09-22 20:51,cpsc,lp,0,bw,0,0.9475,0.7681,0.9586,0.8092,-1.11,-4.11,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,bw,0,0.9482,0.7650,0.9586,0.8018,-1.04,-3.68,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,bw,0,0.9482,0.7730,0.9580,0.8050,-0.98,-3.20,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,bw,5,0.9548,0.7965,0.9586,0.8092,-0.38,-1.26,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,bw,5,0.9554,0.7938,0.9586,0.8018,-0.32,-0.80,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,bw,5,0.9548,0.7953,0.9580,0.8050,-0.32,-0.97,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,bw,10,0.9575,0.8041,0.9586,0.8092,-0.11,-0.51,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,bw,10,0.9577,0.7971,0.9586,0.8018,-0.09,-0.47,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,bw,10,0.9571,0.8007,0.9580,0.8050,-0.10,-0.43,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,bw,20,0.9584,0.8084,0.9586,0.8092,-0.02,-0.07,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,bw,20,0.9586,0.8018,0.9586,0.8018,+0.00,+0.00,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,bw,20,0.9581,0.8049,0.9580,0.8050,+0.00,-0.01,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,emg,0,0.6765,0.2323,0.9586,0.8092,-28.21,-57.69,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,emg,0,0.6066,0.1649,0.9586,0.8018,-35.20,-63.69,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,emg,0,0.6117,0.1599,0.9580,0.8050,-34.63,-64.51,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,emg,5,0.7791,0.3310,0.9586,0.8092,-17.96,-47.81,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,emg,5,0.6875,0.2229,0.9586,0.8018,-27.11,-57.89,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,emg,5,0.7297,0.2667,0.9580,0.8050,-22.83,-53.83,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,emg,10,0.8660,0.4955,0.9586,0.8092,-9.26,-31.36,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,emg,10,0.8407,0.4300,0.9586,0.8018,-11.79,-37.17,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,emg,10,0.8310,0.4259,0.9580,0.8050,-12.70,-37.90,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,emg,20,0.9381,0.7014,0.9586,0.8092,-2.05,-10.78,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,emg,20,0.9357,0.6976,0.9586,0.8018,-2.30,-10.42,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,emg,20,0.9386,0.6974,0.9580,0.8050,-1.95,-10.76,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,pl50,0,0.7244,0.2629,0.9586,0.8092,-23.42,-54.63,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,pl50,0,0.6252,0.1866,0.9586,0.8018,-33.34,-61.52,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,pl50,0,0.6473,0.2080,0.9580,0.8050,-31.08,-59.70,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,pl50,5,0.8399,0.4245,0.9586,0.8092,-11.88,-38.46,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,pl50,5,0.7860,0.3514,0.9586,0.8018,-17.26,-45.03,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,pl50,5,0.7514,0.2994,0.9580,0.8050,-20.67,-50.56,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,pl50,10,0.8966,0.5792,0.9586,0.8092,-6.20,-23.00,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,pl50,10,0.8862,0.5709,0.9586,0.8018,-7.24,-23.08,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,pl50,10,0.8809,0.5241,0.9580,0.8050,-7.71,-28.09,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,pl50,20,0.9306,0.7060,0.9586,0.8092,-2.80,-10.32,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,pl50,20,0.9270,0.7031,0.9586,0.8018,-3.16,-9.86,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,pl50,20,0.9305,0.7096,0.9580,0.8050,-2.75,-9.54,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,pl60,0,0.7120,0.2420,0.9586,0.8092,-24.66,-56.72,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,pl60,0,0.6323,0.1822,0.9586,0.8018,-32.63,-61.95,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,pl60,0,0.6761,0.2246,0.9580,0.8050,-28.19,-58.04,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,pl60,5,0.7892,0.3613,0.9586,0.8092,-16.95,-44.79,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,pl60,5,0.7200,0.2535,0.9586,0.8018,-23.86,-54.83,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,pl60,5,0.7401,0.3140,0.9580,0.8050,-21.79,-49.10,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,pl60,10,0.8901,0.5451,0.9586,0.8092,-6.85,-26.41,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,pl60,10,0.8680,0.5124,0.9586,0.8018,-9.06,-28.94,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,pl60,10,0.8491,0.4443,0.9580,0.8050,-10.89,-36.07,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,pl60,20,0.9301,0.7003,0.9586,0.8092,-2.85,-10.89,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,pl60,20,0.9287,0.7070,0.9586,0.8018,-2.99,-9.48,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,pl60,20,0.9322,0.7025,0.9580,0.8050,-2.58,-10.25,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,qual_amp,0.8,0.9564,0.7997,0.9586,0.8092,-0.22,-0.95,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,qual_amp,0.8,0.9565,0.7955,0.9586,0.8018,-0.21,-0.62,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,qual_amp,0.8,0.9567,0.7992,0.9580,0.8050,-0.14,-0.58,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,qual_amp,0.6,0.9459,0.7600,0.9586,0.8092,-1.27,-4.92,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,qual_amp,0.6,0.9471,0.7618,0.9586,0.8018,-1.15,-4.00,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,qual_amp,0.6,0.9484,0.7661,0.9580,0.8050,-0.96,-3.88,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,qual_amp,0.4,0.9170,0.6675,0.9586,0.8092,-4.16,-14.16,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,qual_amp,0.4,0.9191,0.6721,0.9586,0.8018,-3.95,-12.96,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,qual_amp,0.4,0.9241,0.6848,0.9580,0.8050,-3.39,-12.02,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,qual_amp,0.2,0.8295,0.4444,0.9586,0.8092,-12.91,-36.47,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,qual_amp,0.2,0.8298,0.4503,0.9586,0.8018,-12.89,-35.15,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,qual_amp,0.2,0.8477,0.5018,0.9580,0.8050,-11.03,-30.32,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,qual_noise,20,0.9367,0.6961,0.9586,0.8092,-2.19,-11.31,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,qual_noise,20,0.9345,0.6911,0.9586,0.8018,-2.41,-11.06,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,qual_noise,20,0.9375,0.6910,0.9580,0.8050,-2.05,-11.40,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,qual_noise,15,0.9191,0.6248,0.9586,0.8092,-3.95,-18.44,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,qual_noise,15,0.9159,0.6356,0.9586,0.8018,-4.28,-16.62,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,qual_noise,15,0.9140,0.6047,0.9580,0.8050,-4.40,-20.02,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,qual_noise,10,0.8571,0.4709,0.9586,0.8092,-10.16,-33.82,2004,d9490c8,af242a89c340,9ec9ffc1127b
09-22 20:51,cpsc,lp,2,qual_noise,10,0.8380,0.4234,0.9586,0.8018,-12.06,-37.84,2004,d9490c8,d3f8979f70cd,9ec9ffc1127b
09-22 20:51,cpsc,lp,4,qual_noise,10,0.8312,0.4228,0.9580,0.8050,-12.68,-38.22,2004,d9490c8,5979f2301720,9ec9ffc1127b
09-22 20:51,cpsc,lp,0,qual_noise,5,0.7603,0.3072,0.9586,0.8092,-19.83,-50.20,2004,d9490c8,af242a89c340,9ec9ffc1127b
